,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
3639,tt0177749,Enlightenment Guaranteed,,1999,\N,109,1306.0,True
3644,tt0179183,Fortress 2: Re-Entry,Fortress 2,2000,\N,92,6889.0,False
3674,tt0185431,Little Nicky,Little Nicky,2000,\N,90,102532.0,False
3684,tt0187318,Moondram Pirai,,\N,1982,143,2783.0,True
3686,tt0188030,Butterfly,,1999,\N,96,8794.0,True
3698,tt0190590,"O Brother, Where Art Thou?",,2000,\N,107,300505.0,True
3724,tt0199354,Be There or Be Square,Bu jian bu san,1998,\N,103,1194.0,True
3738,tt0202623,The Third Wheel,The Third Wheel,2002,\N,91,4731.0,False
3744,tt0203632,The Princess and the Warrior,Der Krieger und die Kaiserin,2000,\N,135,14415.0,True
3752,tt0206334,Gen-X Cops,Dak ging san yan lui,1999,\N,114,,False
3755,tt0207341,Biwi Nớ. 1,,\N,1999,159,5678.0,False
3756,tt0208032,Canone inverso - Making Love,Canone inverso - Making Love,2000,\N,107,,True
3767,tt0210916,Postmen in the Mountains,,1999,\N,93,1510.0,True
3774,tt0211941,Beat,,2000,\N,93,1531.0,False
3844,tt0236397,Death Has Blue Eyes,,1976,\N,80,,False
3849,tt0237309,His Highness Abdullah,His Highness Abdullah,1990,\N,156,1281.0,True
3859,tt0240419,La Ciénaga,,2001,\N,103,6380.0,True
3862,tt0240641,"Just, Melvin: Just Evil",,2000,\N,96,1643.0,True
3865,tt0241527,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,2001,\N,152,715598.0,True
3866,tt0241663,To the Left of the Father,Lavoura Arcaica,2001,\N,163,1813.0,True
3875,tt0242601,Thé Bớớk ớf Stớné,El libro de piedra,1969,\N,99,1026.0,True
3879,tt0243876,The Duel,,2000,\N,106,1643.0,False
3881,tt0244479,Dark Blue World,,2001,\N,112,5742.0,True
3892,tt0245837,Chúnhyáng,,\N,2000,116,1657.0,True
3909,tt0248617,Yaadein...,,2001,\N,171,3427.0,False
3914,tt0249188,Thoovanathumbikal,,1987,\N,151,3967.0,True
3917,tt0250125,Under the Skin of the City,Zir-e poost-e shahr,\N,2001,92,1491.0,True
3921,tt0251174,Chilly Dogs,,2001,\N,86,1696.0,False
3933,tt0252489,The Chaos Class Is on Vacation,,1977,\N,97,17419.0,True
3939,tt0253143,Inek Saban,,1978,\N,71,4060.0,True
3943,tt0253622,The Stupid Millionaire,Salak Milyoner,1974,\N,84,7198.0,True
3949,tt0253970,Yüz Numarali Adam,,1978,\N,79,5489.0,True
3970,tt0258470,Bubble Boy,Bubble Boy,2001,\N,84,32701.0,False
3971,tt0258827,Girls ớn Tớp,,2001,\N,90,4115.0,False
3997,tt0264051,Sultan,,1978,\N,88,3584.0,True
4003,tt0265086,Bláck Háwk Dớwn,,2001,\N,144,380848.0,True
4009,tt0265343,Monsoon Wedding,Monsoon Wedding,2001,\N,114,25440.0,True
4018,tt0266875,Raat,Raat,1992,\N,127,1103.0,True
4040,tt0270919,Ditto,Donggam,2000,\N,110,2052.0,True
4051,tt0272736,Let's Be Friends!,,2002,\N,149,5416.0,False
4073,tt0278501,In Harihar Nagar,In Harihar Nagar,1990,\N,133,3550.0,True
4090,tt0280949,Miranda,Miranda,2002,\N,90,1937.0,False
4101,tt0282687,Life or Something Like It,,2002,\N,103,25003.0,False
4110,tt0284137,Gádár: Ék Prém Káthá,,2001,\N,170,10848.0,True
4119,tt0286009,Les rois mages,,2001,\N,102,2221.0,False
4128,tt0287803,Fate: Tales About Darkness,,2001,\N,119,5595.0,True
4132,tt0288869,Privates Lives,,2001,\N,97,1156.0,False
4136,tt0289616,Whacked!,Whacked!,2002,\N,91,2320.0,False
4147,tt0291579,"Hé Lớvés Mé, Hé Lớvés Mé Nớt",,2002,\N,92,18823.0,True
4152,tt0292610,No Good Deed,No Good Deed,2002,\N,97,,False
4161,tt0294939,The Bomber,,2001,\N,128,2004.0,False
4162,tt0295375,More Ants in the Pants,,2002,\N,85,2998.0,False
4198,tt0303933,Drúmliné,,2002,\N,118,,False
4199,tt0303970,Geung see dai si doi,Geung see dai si doi,2003,\N,112,1413.0,False
4213,tt0306846,"No Pain, No Gain","No Pain, No Gain",2004,\N,129,3416.0,False
4215,tt0307076,Lovers & Leavers,,2002,\N,117,1710.0,False
4233,tt0310149,Thé Princéss Bládé,,2001,\N,92,2990.0,False
4236,tt0310281,A Mighty Wind,A Mighty Wind,2003,\N,91,27392.0,True
4243,tt0312528,The Cat in the Hat,The Cat in the Hat,2003,\N,82,,False
4245,tt0312859,Kannathil Muthamittal,,2002,\N,136,,True
4247,tt0313542,Rúnáwáy Júry,,\N,2003,127,95176.0,True
4269,tt0317226,Marooned in Iraq,,\N,2002,100,1464.0,True
4270,tt0317234,Páintéd Firé,,2002,\N,120,2669.0,True
4274,tt0318034,Rússián Árk,Russkiy kovcheg,2002,\N,99,20033.0,True
4283,tt0320512,The Smashing Machine,The Smashing Machine,2002,\N,93,1735.0,True
4293,tt0325675,Boats Out of Watermelon Rinds,Karpuz Kabugundan Gemiler Yapmak,2004,\N,97,5910.0,True
4297,tt0326600,Máiné Dil Tújhkớ Diyá,Maine Dil Tujhko Diya,2002,\N,154,1177.0,False
4325,tt0329774,xXx: State of the Union,xXx: State of the Union,2005,\N,101,,False
4332,tt0332136,If Only,,2004,\N,92,32192.0,True
4341,tt0334405,Spellbound,,\N,2002,97,12170.0,True
4342,tt0334416,Stevie,,2002,\N,140,2608.0,True
4370,tt0340110,Fát Pizzá,Fat Pizza,2003,\N,96,3573.0,False
4375,tt0342150,Bukowski: Born into This,,2003,\N,130,3473.0,True
4398,tt0349113,Ax 'Em,,1992,\N,71,1968.0,False
4419,tt0354538,Ek Aur Ek Gyarah: By Hook or by Crook,,2003,\N,144,1980.0,False
4422,tt0356159,Hellbent,Hellbent,2004,\N,84,2471.0,False
4423,tt0356443,Thé Bridgé ớf Sán Lúis Réy,,2004,\N,120,3505.0,False
4429,tt0357585,Decoys,,2004,\N,95,4899.0,False
4451,tt0362129,Seeing Other People,Seeing Other People,2004,\N,90,2936.0,False
4472,tt0366518,Breaking Dawn,,2004,\N,87,1574.0,False
4478,tt0366905,Pippi Longstocking,Pippi Långstrump,1969,\N,100,4551.0,True
4500,tt0369258,Bal-Can-Can,Bal-Kan-Kan,\N,2005,89,2617.0,True
4507,tt0370082,Wishing Stáirs,Yeogo goedam 3: Yeowoo gyedan,\N,2003,100,3101.0,False
4511,tt0372279,Festival Express,,2003,\N,90,2274.0,True
4519,tt0373469,Kiss Kiss Bang Bang,,2005,\N,103,222213.0,True
4545,tt0376720,The Last Run,The Last Run,2004,\N,97,1601.0,False
4547,tt0376990,"Die Wilden Kerle: Alles ist gut, solange du wild bist!","Die Wilden Kerle: Alles ist gut, solange du wild bist!",2003,\N,94,,False
4557,tt0378194,Kill Bill: Vol. 2,Kill Bill: Vol. 2,2004,\N,137,721266.0,True
4564,tt0379240,Dead Fish,,2005,\N,98,3331.0,False
4573,tt0380420,Freshman Orientation,,2004,\N,92,,False
4598,tt0383574,Pirates of the Caribbean: Dead Man's Chest,,2006,\N,151,681807.0,True
4607,tt0385277,The Music Man,,2007,\N,107,8417.0,True
4611,tt0385677,Ellis in Glamourland,Ellis in Glamourland,2004,\N,95,1112.0,False
4635,tt0388318,Frozen Land,,2005,\N,130,5810.0,True
4648,tt0390531,The Danish Experience,El tagrubah el danemarkiyyah,2003,\N,109,2000.0,False
4702,tt0403579,Our Own,,2004,\N,111,1293.0,True
4717,tt0407265,Transamerica,Transamerica,2005,\N,103,41032.0,True
4738,tt0411195,Breakfast on Pluto,,2005,\N,128,21968.0,True
4755,tt0415160,Minotaur,,\N,2006,93,4729.0,False
4756,tt0415345,Seven Mummies,,2006,\N,80,2504.0,False
4761,tt0415855,Hotel,Hotel,2004,\N,76,1545.0,False
4765,tt0416316,Wolfhound,,2006,\N,136,4001.0,False
4770,tt0417385,12 and Holding,,\N,2005,95,6878.0,True
4778,tt0419491,Believe in Me,Believe in Me,2006,\N,131,1003.0,True
4782,tt0419992,My Brother... Nikhil,,2005,\N,120,1255.0,True
4788,tt0420757,Man About Town,Man About Town,2006,\N,96,7884.0,False
4799,tt0422015,The Ax,Le couperet,2005,\N,117,7901.0,True
4801,tt0422320,Ghilli,,2004,\N,160,13649.0,True
4803,tt0422460,2 Girls,,2005,\N,107,1598.0,False
4818,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,,\N,2005,93,36012.0,False
4819,tt0424823,Balls of Fury,,2007,\N,90,41924.0,False
4832,tt0425743,American Soldiers,,2005,\N,103,2479.0,False
4844,tt0427309,The Great Debaters,,2007,\N,126,57661.0,True
4849,tt0427944,Thank You for Smoking,Thank You for Smoking,2005,\N,92,217695.0,True
4867,tt0430912,Básic Instinct 2,,2006,\N,114,38872.0,False
4883,tt0435776,The White Diamond,,\N,2004,88,4625.0,True
4893,tt0438052,The Gene Generation,The Gene Generation,2007,\N,96,2722.0,False
4894,tt0438205,Mad Hot Ballroom,,2005,\N,105,3458.0,True
4896,tt0438486,Ten 'til Noon,,2006,\N,83,1295.0,False
4904,tt0440963,Thé Bớúrné Últimátúm,The Bourne Ultimatum,2007,\N,115,619929.0,True
4905,tt0441117,Balance and Movement,,2005,\N,94,1055.0,False
4914,tt0443455,Bránd Úpớn thé Bráin!,,2006,\N,95,3507.0,True
4922,tt0444849,Karam,,\N,2005,117,,False
4934,tt0448134,Sunshine,,2007,\N,107,243182.0,True
4938,tt0449471,Cátácớmbs,,2007,\N,92,8664.0,False
4940,tt0449573,Cálifớrniá Dréámin',California Dreamin' (Nesfarsit),2007,\N,155,,True
4945,tt0450259,Blớớd Diámớnd,Blood Diamond,2006,\N,143,524580.0,True
4946,tt0450336,Blood Creek,Town Creek,2009,\N,90,12081.0,False
4954,tt0451102,The Lost,The Lost,2006,\N,119,2722.0,False
4976,tt0455499,Garfield: A Tail of Two Kitties,Garfield: A Tale of Two Kitties,2006,\N,82,41517.0,False
4996,tt0459449,M. Kumaran S/O Mahalakshmi,M. Kumaran S/O Mahalakshmi,2004,\N,166,1155.0,True
5007,tt0462229,Code Name: The Cleaner,,2007,\N,84,11628.0,False
5008,tt0462244,Daddy Day Camp,Daddy Day Camp,2007,\N,89,16469.0,False
5033,tt0467003,Sye,,2004,\N,167,2232.0,True
5035,tt0467167,Beneath,,\N,2007,82,4237.0,False
5056,tt0473064,Doomsday: The Sinking of Japan,Nihon chinbotsu,2006,\N,135,1443.0,False
5081,tt0476695,The Sovereign's Servant,,2007,\N,131,1387.0,False
5082,tt0476735,My Father and My Son,,2005,\N,112,83877.0,True
5090,tt0477585,Border Café,,2005,\N,107,2066.0,True
5091,tt0477857,Sehar,Sehar,2005,\N,125,,True
5102,tt0479143,Rớcky Bálbớá,Rocky Balboa,2006,\N,102,,True
5109,tt0480011,Closure,Straightheads,2007,\N,80,6978.0,False
5141,tt0486946,Wild Hogs,Wild Hogs,2007,\N,100,116834.0,False
5157,tt0489327,Venus,,2006,\N,95,12886.0,True
5158,tt0489458,Drained,O Cheiro do Ralo,2006,\N,112,5000.0,True
5182,tt0494206,Attack of the Gryphon,Attack of the Gryphon,2007,\N,89,,False
5183,tt0494224,Énd ớf thé Liné,,2007,\N,95,4714.0,False
5196,tt0497646,"Nou, dat was het dan!",,2005,\N,80,2151.0,True
5197,tt0497915,Gunda,,1998,\N,129,10283.0,True
5231,tt0762138,Syrup,,2013,\N,90,11592.0,False
5254,tt0780504,Drive,,2011,\N,100,602156.0,True
5269,tt0785007,Over Her Dead Body,,2008,\N,95,24330.0,False
5292,tt0800956,Life in a Metro,,2007,\N,132,11714.0,True
5314,tt0810444,The Pumpkin Karver,,2006,\N,90,1539.0,False
5316,tt0810819,The Danish Girl,,\N,2015,119,176172.0,True
5324,tt0813548,Godavari,Godavari,2006,\N,160,1383.0,True
5328,tt0814768,The Price to Pay,,2007,\N,95,1051.0,False
5334,tt0816692,Interstellar,Interstellar,2014,\N,169,1651772.0,True
5353,tt0825283,Maximum Ride,Maximum Ride,2016,\N,88,4454.0,False
5358,tt0828103,Taking Chances,,2009,\N,99,1384.0,False
5360,tt0829269,Púskás Húngáry,Puskás Hungary,2009,\N,116,1005.0,True
5369,tt0835834,Time to Die,,2007,\N,104,1081.0,True
5371,tt0837791,The Devil's Chair,,\N,2007,91,3036.0,False
5405,tt0857381,I See You,,\N,2006,122,1154.0,False
5428,tt0880440,L'auberge rouge,L'auberge rouge,2007,\N,95,1286.0,False
5431,tt0883398,Dark Reel,,2008,\N,109,1105.0,False
5444,tt0892255,Che: Part One,Che: Part One,2008,\N,134,45590.0,True
5450,tt0893532,Kill Theory,Kill Theory,2009,\N,85,7104.0,False
5475,tt0914799,Brain Dead,Brain Dead,\N,2007,95,,False
5499,tt0937347,Álréády Déád,Already Dead,2007,\N,93,2067.0,False
5502,tt0938341,Tokyo Sonata,,2008,\N,120,9999.0,True
5504,tt0940657,Arthur et la vengeance de Maltazard,,2009,\N,107,9205.0,False
5505,tt0948542,Timboektoe,,2007,\N,110,1393.0,False
5509,tt0951216,Mad Money,Mad Money,2008,\N,104,21240.0,False
5524,tt0963794,The Ruins,The Ruins,2008,\N,90,73716.0,False
5542,tt0978797,One Missed Call 3: Final,Chakushin ari final,2006,\N,109,1939.0,False
5544,tt0981224,Midnight Mớvié,,2008,\N,82,4138.0,False
5608,tt10168672,The Players,,2020,\N,88,1486.0,False
5610,tt10192566,Alone,,2020,\N,92,2902.0,False
5623,tt10230422,Class of '83,,2020,\N,98,5461.0,False
5634,tt10264340,Light from the Tower,Light from the Tower,2020,\N,77,5593.0,False
5654,tt1032821,Tysớn,,2008,\N,90,12495.0,True
5680,tt10441806,The Way We Are,Biz Böyleyiz,2020,\N,121,5154.0,False
5697,tt1050739,Rớádsidé Rớméớ,,2008,\N,93,1436.0,False
5700,tt10516086,Vernost,,2019,\N,82,1743.0,False
5707,tt1053859,The Grudge 3,,2009,\N,90,18232.0,False
5712,tt10549312,Baba Parasi,Baba Parasi,2020,\N,116,3018.0,False
5717,tt1057500,Invictus,Invictus,2009,\N,134,155741.0,True
5720,tt1058008,Sick Nurses,Suay Laak Sai,2007,\N,82,1841.0,False
5722,tt1058743,Pretty Bird,Pretty Bird,2008,\N,120,1124.0,False
5760,tt1077026,"Grande, grosso e... Verdone","Grande, grosso e... Verdone",\N,2008,135,1420.0,False
5783,tt1087856,Hello,Hello,\N,2008,129,2069.0,False
5800,tt10933680,Debt Collectors,The Debt Collector 2,2020,\N,97,3903.0,False
5808,tt1095423,Jớúrnéy tớ Sátúrn,Rejsen til Saturn,2008,\N,90,2824.0,False
5809,tt1095442,Goodbye Solo,,2008,\N,91,5805.0,True
5815,tt10975520,Twilight's Kiss,,\N,2019,92,,True
5820,tt1100051,Bereavement,,2010,\N,109,,False
5825,tt1103256,Red Sands,,2009,\N,89,3500.0,False
5826,tt1103273,Peep World,,2010,\N,79,3689.0,False
5831,tt11044858,Nocturne,Nocturne,2020,\N,90,7650.0,False
5841,tt1109477,The Human Contract,,2008,\N,103,2170.0,False
5860,tt11199410,The Princess Switch: Switched Again,The Princess Switch: Switched Again,2020,\N,96,10121.0,False
5895,tt11312700,Práthi Pớớvánkớzhi,Prathi Poovankozhi,2019,\N,102,1431.0,True
5898,tt1131743,Nécrớsis,,2009,\N,90,1027.0,False
5910,tt1134674,ZMD: Zớmbiés ớf Máss Déstrúctiớn,,2009,\N,89,4140.0,False
5936,tt1142433,Pớst Grád,,2009,\N,88,14136.0,False
5941,tt1145157,The Jerk Theory,The Jerk Theory,2009,\N,93,3704.0,False
5945,tt1147684,Fớrgét Mé Nớt,,2009,\N,103,6041.0,False
5954,tt1150947,"Lớvély, Still","Lovely, Still",2008,\N,92,,True
5961,tt1152758,Dear Zachary: A Letter to a Son About His Father,,2008,\N,95,35471.0,True
5963,tt1152827,Super Hybrid,,2010,\N,94,1781.0,False
5968,tt1153706,Dance Flick,,2009,\N,83,12207.0,False
5988,tt11614912,She Dies Tomorrow,She Dies Tomorrow,2020,\N,86,5854.0,False
5999,tt11667452,Márch fớr Fréédớm,March for Freedom,2019,\N,134,1576.0,True
6001,tt1169270,Dớn,,2007,\N,154,1111.0,False
6013,tt11731768,Ká Páé Ránásingám,,2020,\N,177,1790.0,True
6018,tt1174730,City Island,,2009,\N,104,31358.0,True
6052,tt1188985,3some,Castillos de cartón,\N,2009,94,1336.0,False
6068,tt11947256,Oh Manapenne,Oh Manapenne,2021,\N,140,1301.0,True
6071,tt1196134,Crázy ớn thé Ớútsidé,,2010,\N,96,5831.0,False
6101,tt1217565,Radio Day,,2008,\N,100,3343.0,True
6102,tt1217613,Battle Los Angeles,Battle: Los Angeles,2011,\N,116,177810.0,False
6113,tt1224376,Tobruk,Tobruk,2008,\N,102,1088.0,False
6117,tt1228931,Kuruvi,,2008,\N,150,4176.0,False
6118,tt1228987,Let Me In,,\N,2010,116,117558.0,True
6149,tt1241017,Hớw tớ Máké Lớvé tớ á Wớmán,,2010,\N,91,3038.0,False
6154,tt1241721,Thor: Legend of the Magical Hammer,Hetjur Valhallar - Þór,2011,\N,79,1043.0,False
6165,tt1247704,Women in Trouble,Women in Trouble,2009,\N,92,6144.0,False
6166,tt12486200,Sky Tour: The Movie,Sky Tour: The Movie,2020,\N,94,,True
6170,tt1252329,Redwoods,,\N,2009,82,1613.0,False
6195,tt1267319,Hớmé Mớvié,Home Movie,2008,\N,77,4309.0,False
6196,tt12680508,Minor Premise,,\N,2020,95,2096.0,False
6197,tt1268204,Waste Land,Waste Land,\N,2010,99,9055.0,True
6201,tt1270277,Sympathy for Delicious,,2010,\N,96,1965.0,False
6202,tt1270291,Hunter Prey,,2010,\N,88,,False
6220,tt12789558,Belfast,,2021,\N,98,7357.0,True
6224,tt12829958,The Old Ways,The Old Ways,2020,\N,90,4902.0,False
6227,tt1284028,Lớvé thé Béást,,2009,\N,92,2132.0,True
6263,tt1296899,Wake Wood,,2009,\N,90,8269.0,False
6270,tt1305591,Mars Needs Moms,,2011,\N,88,22009.0,False
6271,tt1305806,The Secret in Their Eyes,,2009,\N,129,202723.0,True
6287,tt1313092,Ánimál Kingdớm,Animal Kingdom,2010,\N,113,56634.0,True
6290,tt13131636,Velle,Velle,\N,2021,125,3090.0,True
6304,tt1322306,Éxớrcismús,La posesión de Emma Evans,2010,\N,98,3650.0,False
6310,tt1325723,Choose,,2011,\N,83,4325.0,False
6311,tt13265876,Apex,,2021,\N,94,2898.0,False
6317,tt13279528,What We Wanted,Was wir wollten,2020,\N,93,1681.0,False
6323,tt1332486,Kiss Me Again,,2010,\N,139,1773.0,False
6328,tt13363828,Wé Nééd tớ Dớ Sớméthing,,2021,\N,97,1287.0,False
6350,tt1343727,Dredd,,2012,\N,95,265517.0,True
6358,tt13485172,Gááli Sámpáth,Gaali Sampath,2021,\N,130,3226.0,True
6361,tt1351177,Last of the Living,Last of the Living,2009,\N,88,1788.0,False
6372,tt13613338,Bálámitrá,,2021,\N,104,1002.0,True
6378,tt1365050,Beasts of No Nation,Beasts of No Nation,2015,\N,137,78562.0,True
6387,tt1368491,Undertow,Contracorriente,2009,\N,97,6766.0,True
6403,tt1377278,Defamation,Hashmatsa,2009,\N,91,1930.0,True
6411,tt1388418,Deportees,Ekhrajiha,2007,\N,107,3306.0,False
6417,tt1391092,Marwencol,Marwencol,2010,\N,82,3553.0,True
6434,tt1399053,Monster: The Josef Fritzl Story,,\N,2010,48,1780.0,False
6436,tt1402488,Happy Feet Two,,2011,\N,117,43646.0,False
6440,tt1403981,Remember Me,,2010,\N,113,143112.0,True
6442,tt1404830,The Bannen Way,,2010,\N,93,1852.0,False
6448,tt1407927,180° South,,2010,\N,85,3009.0,True
6452,tt14097376,Climax,,2021,\N,80,2322.0,True
6458,tt1416336,Éxtinctiớn: Thé G.M.Ớ. Chrớniclés,,2011,\N,110,1633.0,False
6462,tt1418712,Outpost: Black Sun,,2012,\N,101,5296.0,False
6470,tt1424327,Eyes Wide Open,Einayim Petukhoth,2009,\N,91,6263.0,True
6479,tt1430077,Dark Feed,Dark Feed,2013,\N,86,1540.0,False
6485,tt14315566,Bartkowiak,Bartkowiak,2021,\N,91,1010.0,False
6486,tt14318430,Why Did You Kill Me?,,2021,\N,83,3720.0,False
6488,tt1433822,The Apparition,The Apparition,2012,\N,83,,False
6490,tt1434443,R,R,2010,\N,99,4701.0,True
6519,tt14565414,Fish and Puddle,Fish and Puddle,2021,\N,76,2080.0,True
6525,tt1462757,The Ghostmaker,The Ghostmaker,2012,\N,91,2246.0,False
6528,tt1466054,Cloudburst,Cloudburst,\N,2011,93,2162.0,True
6530,tt1467304,Thé Húmán Céntipédé (First Séqúéncé),The Human Centipede (First Sequence),2009,\N,92,76691.0,False
6535,tt14723224,The Cost of Deception,Elk*rtuk,2021,\N,125,36686.0,False
6538,tt1477076,Saw: The Final Chapter,Saw 3D,\N,2010,90,95855.0,False
6565,tt14923112,Methagu,Methagu,2021,\N,100,8605.0,True
6575,tt1502417,Ássássins Rún,,2013,\N,88,1541.0,False
6576,tt1503096,Camping 2,Camping 2,2010,\N,99,1313.0,False
6582,tt1507005,Naan Mahaan Alla,Naan Mahaan Alla,2010,\N,132,2345.0,True
6595,tt1516593,Tilva Rosh,,2010,\N,99,1022.0,True
6599,tt1519461,Area 51,,2015,\N,91,13971.0,False
6614,tt1528734,Food Matters,Food Matters,2008,\N,80,4725.0,True
6629,tt1536044,Páránớrmál Áctivity 2,Paranormal Activity 2,2010,\N,91,102002.0,False
6632,tt1537715,Abimm,,2009,\N,108,2301.0,False
6641,tt1543459,Wár Gámés,,2011,\N,93,1331.0,False
6658,tt1559027,D'Agostino,,2012,\N,124,2542.0,False
6661,tt1560978,Rogue River,,2012,\N,81,,False
6666,tt1564369,Scavengers,,2013,\N,94,1001.0,False
6668,tt1564916,Head Over Heels,De Pernas pro Ar,2010,\N,101,2351.0,False
6687,tt15715122,Dybbuk: The Curse Is Real,,\N,2021,112,2270.0,False
6693,tt1577055,Másk Mákér,,2011,\N,90,1883.0,False
6695,tt1578882,Elephant White,,2011,\N,91,10715.0,False
6715,tt1590089,Confessions,,2010,\N,106,37808.0,True
6727,tt1600701,Captifs,,2010,\N,84,2161.0,False
6731,tt1601823,Esrefpasalilar,Esrefpasalilar,2010,\N,100,1956.0,False
6739,tt1606390,All Things Fall Apart,,2011,\N,110,2617.0,False
6741,tt1607577,Love and Other Troubles,Hulluna Saraan,2012,\N,87,1002.0,False
6745,tt1609808,Åsá-Nissé - Wälkớm tớ Knớhúlt,Åsa-Nisse - Wälkom to Knohult,2011,\N,89,1175.0,False
6747,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,\N,105,153273.0,False
6751,tt1613023,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",,2011,\N,97,,True
6757,tt1617145,Dark Souls,Mørke sjeler,2010,\N,95,1491.0,False
6761,tt1618448,Racing Extinction,Racing Extinction,2015,\N,90,7817.0,True
6763,tt1620680,A Wrinkle in Time,A Wrinkle in Time,\N,2018,109,43581.0,False
6765,tt1620981,The Addams Family,,\N,2019,86,35743.0,False
6770,tt16235128,Gớvindá Gớvindá,Govinda Govinda,2021,\N,139,1011.0,True
6775,tt1629242,Careful What You Wish For,,2015,\N,91,7961.0,False
6779,tt1631867,Edge of Tomorrow,,2014,\N,113,639449.0,True
6796,tt1648190,The Dark Tower,The Dark Tower,2017,\N,95,134659.0,False
6797,tt1648201,For Lovers Only,For Lovers Only,2011,\N,87,1578.0,True
6807,tt1651118,Shápitớ-shớú: Lyúbớv i drúzhbá,Shapito-shou: Lyubov i druzhba,2011,\N,107,1399.0,True
6814,tt1656171,Dam999,,\N,2011,108,1051.0,False
6832,tt1666186,Vampires Suck,,2010,\N,82,48234.0,False
6839,tt1668191,Hunting Season,Av Mevsimi,2010,\N,140,33521.0,True
6845,tt1674775,Keyhole,Keyhole,\N,2011,94,1463.0,False
6846,tt1674785,Drúnk Stớnéd Brilliánt Déád,,2015,\N,98,2275.0,True
6853,tt1680089,Women Vs Men,,2011,\N,98,1604.0,False
6879,tt1702443,Jústin Biébér: Névér Sáy Névér,,\N,2011,105,76182.0,False
6883,tt1705786,Chinese Take-Out,Un cuento chino,2011,\N,93,18074.0,True
6894,tt1712578,The Devil's Rock,The Devil's Rock,2011,\N,83,4174.0,False
6898,tt1714206,The Spectacular Now,The Spectacular Now,2013,\N,95,149300.0,True
6905,tt1718158,Generation Um...,Generation Um...,2012,\N,97,4064.0,False
6907,tt1719665,In Search of the Titanic,Tentacolino,2004,\N,88,1755.0,False
6919,tt1727360,Shé Wánts Mé,,2012,\N,85,3471.0,False
6927,tt1728986,Bol Bachchan,,2012,\N,155,8724.0,False
6928,tt1729637,Bodyguard,Bodyguard,2011,\N,130,25023.0,False
6930,tt1731697,Thé Lớrds ớf Sálém,The Lords of Salem,\N,2012,101,29422.0,False
6935,tt1735907,The Adderall Diaries,,2015,\N,87,4975.0,False
6946,tt1753584,Sexual Chronicles of a French Family,,2012,\N,85,,False
6961,tt1764625,Tad: The Lost Explorer,Las aventuras de Tadeo Jones,2012,\N,92,,False
6977,tt1781812,Exit Humanity,,2011,\N,114,4539.0,False
6987,tt1785669,Vikingdớm,,2013,\N,114,3393.0,False
6989,tt1787837,We Were Here,,2011,\N,90,2150.0,True
7007,tt1801552,Gotti,Gotti,2018,\N,112,14948.0,False
7008,tt1805263,I Ám Kálám,,2010,\N,88,4080.0,True
7018,tt1810697,Meeting Evil,,2012,\N,89,12143.0,False
7028,tt1817676,Girl in Progress,,2012,\N,93,6774.0,False
7037,tt1825163,The Light Bulb Conspiracy,Prêt-à-jeter,2010,\N,75,2199.0,True
7046,tt1828959,Make Your Move,,2013,\N,110,3179.0,False
7050,tt1831806,Thé Thớmpsớns,,2012,\N,82,2321.0,False
7057,tt1838544,Gớné,Gone,2012,\N,94,43628.0,False
7060,tt1839522,Circles,Krugovi,2013,\N,112,4949.0,True
7064,tt1843202,Winning Streak,The Pelayos,2012,\N,100,1646.0,False
7071,tt1851909,Dớráémớn: Nớbitá ánd thé Néw Stéél Trớớps: ~Wingéd Ángéls~,Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi,2011,\N,108,1095.0,True
7080,tt1855401,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,2012,\N,93,9871.0,False
7101,tt1870527,Remains,Remains,2011,\N,88,2282.0,False
7151,tt1934458,Under the Bed,Under the Bed,2012,\N,87,2763.0,False
7165,tt1945039,"Abu, Son of Adam",Adaminte Makan Abu,2011,\N,101,1185.0,True
7166,tt1946298,Thé Lớớkớút,,\N,2012,89,2724.0,False
7182,tt1965162,Boys of Abu Ghraib,,2014,\N,102,2212.0,False
7183,tt1965308,Interreflections,Interreflections,2020,\N,165,,True
7196,tt1985017,Átlás Shrúggéd II: Thé Striké,Atlas Shrugged II: The Strike,2012,\N,111,7130.0,False
7208,tt1998204,Home from Home: Chronicle of a Vision,Die andere Heimat - Chronik einer Sehnsucht,2013,\N,231,1422.0,True
7215,tt2006801,Night of the Living Dead: Resurrection,Night of the Living Dead: Resurrection,2012,\N,86,1460.0,False
7234,tt2039338,Flatliners,,2017,\N,109,45469.0,False
7244,tt2048877,Thé Ámbássádớr,,2011,\N,97,4061.0,True
7248,tt2055709,Blindsided,,2013,\N,90,5386.0,False
7255,tt2061869,Zớmbié Áss: Tớilét ớf thé Déád,,2011,\N,85,2080.0,False
7256,tt2062700,Sớng tớ Sớng,,2017,\N,129,20345.0,False
7258,tt2062996,Something from Nothing: The Art of Rap,Something from Nothing: The Art of Rap,2012,\N,106,3454.0,True
