,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
3806,tt0221889,Béáútifúl Créátúrés,,2000,\N,86,3686.0,False
3809,tt0224578,The Vertical Ray of the Sun,Mùa hè chieu thang dung,2000,\N,112,3736.0,True
3819,tt0228853,"Thrớw Áwáy Yớúr Bớớks, Rálly in thé Strééts",,1971,\N,137,1827.0,True
3828,tt0233469,Collateral Damage,Collateral Damage,2002,\N,108,73964.0,False
3842,tt0235737,Thé Sáltớn Séá,,2002,\N,103,30501.0,True
3847,tt0237038,Bharatham,,1991,\N,147,2572.0,True
3851,tt0238119,Boys Don't Cry,Chlopaki nie placza,2000,\N,90,6146.0,True
3868,tt0241998,Sweetie Pie,Sweetie Pie,2002,\N,85,1642.0,False
3883,tt0244709,Pavilion of Women,,2001,\N,116,1023.0,False
3885,tt0245407,Crush,,2001,\N,108,3786.0,False
3901,tt0247911,Ááp Mújhé Áchché Lágné Lágé,Aap Mujhe Achche Lagne Lage,\N,2002,180,2482.0,False
3912,tt0249027,Moonnam Pakkam,,1988,\N,114,,True
3940,tt0253420,"Shaban, a Man from the Middle Class",Ortadirek Saban,1984,\N,82,4609.0,True
3941,tt0253474,Thé Piánist,,2002,\N,150,781136.0,True
3945,tt0253828,Tosun Pasa,,1976,\N,90,22681.0,True
3947,tt0253867,The Sweetest Thing,The Sweetest Thing,2002,\N,84,57718.0,False
3964,tt0257290,Glass Tiger,,2001,\N,100,6579.0,True
3983,tt0261289,Serving Sara,Serving Sara,2002,\N,102,17449.0,False
3994,tt0263496,Pretty Things,,2001,\N,105,1022.0,False
4027,tt0268579,Ripper,Ripper,2001,\N,114,2851.0,False
4038,tt0270846,Superbabies: Baby Geniuses 2,,2004,\N,88,30746.0,False
4050,tt0272425,Reptile 2001,,\N,1999,99,1802.0,False
4053,tt0273517,Darkness,,2002,\N,88,19425.0,False
4072,tt0278435,Enough,Enough,2002,\N,115,,False
4076,tt0279781,Sorority Boys,,2002,\N,93,15490.0,False
4080,tt0280381,25 Watts,,2001,\N,92,1609.0,True
4099,tt0282589,I Saw Mommy Kissing Santa Claus,,2001,\N,100,1305.0,False
4112,tt0284655,WiseGirls,,2002,\N,96,2940.0,False
4124,tt0287015,My Aunt,Teyzem,1986,\N,105,1270.0,True
4131,tt0288861,Gớdfớrsákén,Van God los,2003,\N,83,4739.0,True
4157,tt0293664,Treed Murray,,2001,\N,90,1546.0,True
4171,tt0298514,Ravanaprabhu,Ravanaprabhu,2001,\N,168,1330.0,True
4177,tt0299658,Chicago,Chicago,2002,\N,113,223732.0,True
4183,tt0301083,Cardcaptor Sakura: The Sealed Card,Kâdokaputâ Sakura: Fûin sareta kâdo,2000,\N,79,1572.0,True
4239,tt0311361,Jesus Christ Vampire Hunter,,2001,\N,85,4284.0,False
4253,tt0314412,My Life Without Me,,2003,\N,106,24752.0,True
4254,tt0314498,Thé Pérféct Scớré,,2004,\N,93,,False
4259,tt0314942,The Revenge,Zemsta,2002,\N,100,1530.0,False
4268,tt0316654,Spider-Man 2,Spider-Man 2,2004,\N,127,587321.0,True
4277,tt0318462,The Motorcycle Diaries,,2004,\N,126,99630.0,True
4298,tt0326664,Swimming Upstream,,2003,\N,114,3314.0,True
4331,tt0331953,Club Dread,Club Dread,\N,2004,104,29345.0,False
4352,tt0337917,Catch That Kid,,2004,\N,91,,False
4355,tt0338325,Pápárázzi,,2004,\N,84,14978.0,False
4359,tt0338949,Edi,,2002,\N,97,2128.0,True
4365,tt0339450,Names Engraved in Marble,Nimed marmortahvlil,2002,\N,95,2159.0,True
4390,tt0347167,Thé Hérớ: Lớvé Stớry ớf á Spy,The Hero: Love Story of a Spy,2003,\N,160,2255.0,False
4393,tt0347369,Jiminy Glick in Lalawood,,2004,\N,90,,False
4396,tt0348843,Jism,Jism,2003,\N,136,2126.0,False
4404,tt0349889,Unstoppable,,2004,\N,96,4981.0,False
4442,tt0361467,Confessions of a Teenage Drama Queen,,2004,\N,89,,False
4452,tt0362165,Son of the Mask,Son of the Mask,2005,\N,94,55030.0,False
4453,tt0362227,The Terminal,,2004,\N,128,434641.0,True
4486,tt0368296,Stacy: Attack of the Schoolgirl Zombies,,2001,\N,80,1578.0,False
4488,tt0368563,Possession,Possession,2009,\N,90,7621.0,False
4506,tt0370032,Ultraviolet,,2006,\N,88,80999.0,False
4513,tt0372478,Thé Strớll,,2003,\N,90,1881.0,True
4524,tt0373861,The Story of the Weeping Camel,Die Geschichte vom weinenden Kamel,2003,\N,93,,True
4529,tt0374536,Bewitched,Bewitched,2005,\N,102,71346.0,False
4536,tt0375785,Gray Matters,Gray Matters,2006,\N,96,7023.0,False
4559,tt0378284,Machuca,Machuca,2004,\N,116,11834.0,True
4570,tt0380066,The Woods,The Woods,2006,\N,91,11359.0,False
4582,tt0381707,White Chicks,,2004,\N,109,139126.0,False
4599,tt0383846,"When I Grow Up, I'll Be a Kangaroo",Kad porastem bicu Kengur,2004,\N,92,10304.0,True
4602,tt0384488,Sáint Rálph,,2004,\N,98,6019.0,True
4605,tt0384832,Battlefield Baseball,Jigoku Kôshien,2003,\N,87,,False
4614,tt0385988,Réd Riding Hớớd,,2006,\N,82,1207.0,False
4634,tt0388288,My First Wédding,,2006,\N,94,1131.0,False
4637,tt0388473,Tokyo Godfathers,Tôkyô goddofâzâzu,2003,\N,90,35391.0,True
4649,tt0391024,Control Room,,2004,\N,84,5125.0,True
4662,tt0396096,Pit Fighter,Pit Fighter,2005,\N,83,1152.0,False
4672,tt0397078,Just My Luck,,\N,2006,108,55740.0,False
4685,tt0400761,Quill: The Life of a Guide Dog,,2004,\N,100,1609.0,True
4690,tt0402014,Ab Tak Chhappan,Ab Tak Chhappan,2004,\N,129,8637.0,True
4697,tt0402743,Ábớmináblé,Abominable,2006,\N,94,4442.0,False
4703,tt0403645,Burnt by the Sun 2,Utomlennye solntsem 2,2010,\N,181,4263.0,False
4718,tt0407708,Enter the Phoenix,,\N,2004,104,1073.0,False
4727,tt0408664,Nobody Knows,Dare mo shiranai,2004,\N,141,26701.0,True
4736,tt0411061,88 Minutes,88 Minutes,2007,\N,108,75354.0,False
4757,tt0415481,Alyosha Popovich and Tugarin Zmey,Alyosha Popovich i Tugarin Zmey,2004,\N,79,2640.0,True
4793,tt0421082,Control,,2007,\N,122,63891.0,True
4796,tt0421715,Thé Cúriớús Cásé ớf Bénjámin Búttớn,The Curious Case of Benjamin Button,2008,\N,166,620624.0,True
4807,tt0423087,Rớk Sákớ Tớ Rớk Lớ,,2004,\N,\N,1859.0,False
4816,tt0424435,Shake Hands with the Devil: The Journey of Roméo Dallaire,,2004,\N,90,1055.0,True
4831,tt0425637,Red Cliff,Chi bi,2008,\N,288,,True
4854,tt0428870,A Moment to Remember,Nae meorisokui jiwoogae,2004,\N,144,,True
4855,tt0429095,Siegfried,Siegfried,2005,\N,89,,False
4865,tt0430710,Údáyánánú Thárám,Udayananu Tharam,\N,2005,162,2183.0,True
4889,tt0436971,Why We Fight,,2005,\N,98,9962.0,True
4898,tt0439533,Dead Leaves,,2004,\N,55,3860.0,True
4899,tt0439615,Horrors of War,,2006,\N,99,1126.0,False
4912,tt0443295,"Yours, Mine & Ours","Yours, Mine & Ours",2005,\N,88,,False
4921,tt0444840,Humko Deewana Kar Gaye,,2006,\N,155,4087.0,False
4925,tt0445570,By thé Pricking ớf My Thúmbs,Mon petit doigt m'a dit...,2005,\N,105,1158.0,False
4926,tt0445691,Salvador (Puig Antich),Salvador (Puig Antich),2006,\N,134,3275.0,True
4931,tt0446313,Dragon Heat,Mang lung,2005,\N,110,1589.0,False
4937,tt0449393,Siren,Siren,2006,\N,87,1913.0,False
4947,tt0450345,The Wicker Man,,2006,\N,102,66553.0,False
4957,tt0451787,Kyớn Ki...,,2005,\N,160,4030.0,False
4958,tt0452039,Mind Game,Mind Game,2004,\N,103,9096.0,True
4973,tt0454932,Rớmán,Roman,2006,\N,92,1388.0,False
4993,tt0458425,McLibel,,2005,\N,85,2099.0,True
5002,tt0460791,The Fall,The Fall,2006,\N,117,110321.0,True
5003,tt0460952,TV: Thé Mớvié,,2006,\N,86,1139.0,False
5011,tt0462362,The Insatiable,,2006,\N,103,1543.0,False
5013,tt0462396,The Last Legion,,2007,\N,101,35141.0,False
5016,tt0462519,Schớớl fớr Scớúndréls,School for Scoundrels,\N,2006,100,,False
5017,tt0462579,The Treatment,The Treatment,2006,\N,86,1097.0,False
5019,tt0463622,Nárán,,2005,\N,150,1284.0,True
5022,tt0464071,Sillúnú Ớrú Káádhál,,2006,\N,175,3288.0,True
5037,tt0468536,Prey,Prey,2007,\N,92,8012.0,False
5040,tt0468683,The Red Shoes,Bunhongsin,\N,2005,103,2936.0,False
5051,tt0470685,The Bathroom,Banyo,2005,\N,87,1621.0,False
5060,tt0473464,Cherry Crush,,2007,\N,89,2729.0,False
5074,tt0475417,Unearthed,,2007,\N,93,,False
5076,tt0475783,Welcome to Dongmakgol,,2005,\N,133,6995.0,True
5093,tt0478126,Cthulhu,Cthulhu,2007,\N,100,2077.0,False
5115,tt0482389,Gentleman,Gentleman,1993,\N,160,2409.0,True
5118,tt0482571,The Prestige,,2006,\N,130,1260285.0,True
5126,tt0484175,The Last House in the Woods,Il bosco fuori,2006,\N,85,1096.0,False
5138,tt0486655,Stárdúst,,2007,\N,127,264901.0,True
5172,tt0492912,Subject Two,Subject Two,\N,2006,93,1559.0,False
5204,tt0498386,Thé Sláúghtér,,2006,\N,96,1119.0,False
5219,tt0758758,Into the Wild,Into the Wild,2007,\N,148,600016.0,True
5222,tt0758774,Body of Lies,Body of Lies,\N,2008,128,222111.0,True
5227,tt0762110,Irina Palm,Irina Palm,2007,\N,103,7350.0,True
5236,tt0765487,Thé Wizárd ớf Gớré,The Wizard of Gore,2007,\N,94,2759.0,False
5245,tt0772152,Amateur Porn Star Killer,,2006,\N,71,,False
5248,tt0775438,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film","Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006,\N,73,1098.0,True
5261,tt0782700,When Darkness Falls,,2006,\N,133,1720.0,True
5264,tt0783530,You Will Be Mine,,2009,\N,96,1237.0,False
5266,tt0783767,Angel,,2007,\N,134,5369.0,False
5276,tt0790662,Fingérprints,Fingerprints,2006,\N,95,2599.0,False
5279,tt0794374,Summer Palace,,2006,\N,158,3327.0,True
5299,tt0804492,The Hottie & the Nottie,The Hottie & the Nottie,2008,\N,91,38016.0,False
5302,tt0805564,Lars and the Real Girl,Lars and the Real Girl,2007,\N,106,142564.0,True
5305,tt0807028,Thé Pớớl Bớys,The Pool Boys,2009,\N,107,2539.0,False
5310,tt0808357,"Lust, Caution","Se, jie",2007,\N,157,40193.0,True
5315,tt0810772,Belle Du Seigneur,Belle du Seigneur,2012,\N,104,1332.0,False
5321,tt0811128,Turn the River,,2007,\N,92,1810.0,False
5325,tt0814075,Deliver Us from Evil,,2006,\N,101,,True
5329,tt0815890,The Blue Elephant,Khan kluay,2006,\N,88,,False
5350,tt0824375,Nishabd,,2007,\N,110,1679.0,False
5370,tt0836700,Summer Hours,L'heure d'été,2008,\N,103,7542.0,True
5375,tt0839967,Thé Rést is Siléncé,,\N,2007,114,2784.0,True
5383,tt0841150,Protégé,Moon to,\N,2007,106,5120.0,True
5386,tt0843878,UKM: The Ultimate Killing Machine,,2006,\N,85,1012.0,False
5397,tt0850669,Slacker Uprising,,2007,\N,102,2805.0,False
5411,tt0865554,The Informers,,2008,\N,98,16456.0,False
5412,tt0865560,Now & Later,,2009,\N,99,1731.0,False
5418,tt0870937,Open Graves,,2009,\N,88,3149.0,False
5436,tt0887912,The Hurt Locker,,2008,\N,131,437665.0,True
5476,tt0914837,44 Inch Chest,44 Inch Chest,2009,\N,95,6794.0,False
5478,tt0915463,Jáckbớớts ớn Whitéháll,Jackboots on Whitehall,2010,\N,91,1358.0,False
5483,tt0922642,Tớớth ánd Náil,Tooth and Nail,2007,\N,94,3828.0,False
5515,tt0959329,Nine Dead,,2009,\N,98,13241.0,False
5526,tt0965649,Detective Conan: The Fourteenth Target,Meitantei Conan: 14 banme no target,\N,1998,99,2278.0,True
5531,tt0974536,Chémicál Wédding,Chemical Wedding,2008,\N,109,1582.0,False
5545,tt0982893,Bitter Sweetheart,,2007,\N,90,1164.0,False
5557,tt0988043,One-Eyed Monster,One-Eyed Monster,2008,\N,84,2462.0,False
5563,tt0990404,Chop Shop,,2007,\N,84,4415.0,True
5569,tt0995747,Mermaid,Rusalka,2007,\N,115,,True
5578,tt10003008,The Rental,The Rental,2020,\N,88,25413.0,False
5583,tt10023024,Lớvé Ááj Kál,,2020,\N,142,9837.0,False
5585,tt10043660,Éngágéd in Végás,Engaged in Vegas,2021,\N,79,1096.0,False
5594,tt10121392,Thunder Force,,2021,\N,106,38502.0,False
5599,tt1014774,A Shine of Rainbows,A Shine of Rainbows,2009,\N,101,2274.0,True
5606,tt1016268,Enron: The Smartest Guys in the Room,,2005,\N,110,17975.0,True
5617,tt1020885,Vámpiré Killérs,,2009,\N,86,19961.0,False
5656,tt10332854,Álớné,Alone,2020,\N,81,1027.0,False
5659,tt1033575,The Descendants,The Descendants,\N,2011,115,237807.0,True
5676,tt1039989,Sunday,,2008,\N,135,2713.0,False
5693,tt1048144,Andaleeb El Dokki,Andaleeb AlDokki,2008,\N,\N,1158.0,False
5698,tt10515086,The Blue Elephant 2,,2019,\N,130,9285.0,True
5742,tt1068773,Detective Conan: Captured in Her Eyes,Meitantei Conan: Hitomi no naka no ansatsusha,2000,\N,100,2355.0,True
5750,tt10731768,Swéét Girl,Sweet Girl,2021,\N,110,27654.0,False
5765,tt1079980,Death in Love,Death in Love,2008,\N,97,1110.0,False
5767,tt1082007,Italians,,2009,\N,116,1163.0,False
5775,tt1085799,"Chaos, This Is",,2007,\N,124,2000.0,True
5776,tt1086216,Úncértáinty,Uncertainty,2008,\N,101,6516.0,False
5788,tt10895576,Mimi,Mimi,2021,\N,132,34291.0,True
5796,tt10919240,Malik,Malik,2021,\N,162,11194.0,True
5806,tt10949778,100 Dáys tớ Livé,100 Days to Live,2019,\N,90,4155.0,False
5811,tt10958102,Our Scripted Life,Our Scripted Life,2020,\N,88,4179.0,False
5812,tt10962368,Things Heard & Seen,,2021,\N,121,27919.0,False
5818,tt10991188,World Famous Lover,World Famous Lover,2020,\N,154,2920.0,False
5829,tt1104006,Walled In,Walled In,2009,\N,91,,False
5843,tt11112526,Indoo Ki Jawani,,\N,2020,119,6022.0,False
5845,tt1113829,George Harrison: Living in the Material World,George Harrison: Living in the Material World,2011,\N,208,11243.0,True
5850,tt11161374,Beyond the Law,Beyond the Law,2019,\N,89,2830.0,False
5854,tt11173106,Sufna,Sufna,2020,\N,144,1761.0,True
5858,tt11193002,The Stranger by the Beach,,\N,2020,59,,True
5861,tt1120897,Dhan Dhana Dhan Goal,,2007,\N,167,2505.0,False
5864,tt1122614,Ánd Évérything Is Gớing Finé,And Everything Is Going Fine,2010,\N,89,1199.0,True
5879,tt11276598,Pets United,Pets United,2019,\N,89,2506.0,False
5881,tt11286314,Don't Look Up,Don't Look Up,2021,\N,138,2005.0,True
5896,tt1131724,2:22,2:22,2017,\N,98,22194.0,False
5908,tt1133995,The Way of War,,\N,2009,90,2632.0,False
5914,tt11358166,Sớmé Kind ớf Héávén,,2020,\N,83,1962.0,True
5915,tt1135941,Morgan Pålsson - världsreporter,Morgan Pålsson - världsreporter,2008,\N,84,,False
5924,tt11388580,Miss Americana,Miss Americana,2020,\N,85,18275.0,True
5930,tt11394182,Feels Good Man,Feels Good Man,2020,\N,92,4209.0,True
5943,tt1146320,Mutants,Mutants,2009,\N,95,,False
5944,tt11464826,Thé Sớciál Dilémmá,,2020,\N,94,76419.0,True
5950,tt11505692,Stay Out of the F**king Attic,,2020,\N,80,1018.0,False
5983,tt1160368,12 Rounds,,2009,\N,108,28395.0,False
5995,tt1164999,Biutiful,Biutiful,2010,\N,148,88994.0,True
6005,tt1170399,C Kkompany,,2008,\N,127,1086.0,False
6015,tt1174041,Me and Mrs. Khanna,Main Aurr Mrs Khanna,2009,\N,109,,False
6031,tt1179891,My Blớớdy Váléntiné,My Bloody Valentine,2009,\N,101,55729.0,False
6045,tt1186371,The Storm Warriors,,2009,\N,111,1737.0,False
6046,tt1186803,An Empress and the Warriors,Jiang shan mei ren,2008,\N,99,3959.0,False
6048,tt1187043,3 Idiots,3 Idiots,\N,2009,170,373012.0,True
6055,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,\N,118,227284.0,True
6060,tt11924476,A Werewolf in England,,2020,\N,84,1962.0,False
6062,tt1193507,My Own Love Song,,2010,\N,102,1738.0,False
6066,tt1194612,Into Eternity: A Film for the Future,,2010,\N,75,2994.0,True
6078,tt12013758,Caught by a Wave,Sulla Stessa Onda,2021,\N,99,1131.0,False
6079,tt1202222,Liés & Illúsiớns,,2009,\N,93,2979.0,False
6092,tt1210106,St Trinian's 2: The Legend of Fritton's Gold,,2009,\N,106,8278.0,False
6111,tt1223236,African Cats,,2011,\N,89,6407.0,True
6116,tt1227378,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead",2010,\N,97,8658.0,True
6119,tt1229366,Life Partner,,2009,\N,138,1310.0,False
6124,tt1230206,Slaughter,Slaughter,2009,\N,96,,False
6132,tt1234542,Thé Lást Flight,Le dernier vol,2009,\N,98,1149.0,False
6134,tt1235448,The Thaw,,\N,2009,94,11856.0,False
6152,tt1241325,Ớbjéctifiéd,,2009,\N,75,3602.0,True
6157,tt1242527,At World's End,,2009,\N,95,1689.0,False
6158,tt1242881,Snớw Whité ánd Rússián Réd,Wojna polsko-ruska,2009,\N,108,1913.0,False
6181,tt12607910,Black Is King,,\N,2020,85,8617.0,False
6188,tt1263757,Männersache,Männersache,2009,\N,90,1007.0,False
6189,tt1264115,The Trial,,2010,\N,101,1488.0,False
6191,tt1264904,Little Nicholas,Le Petit Nicolas,2009,\N,91,12927.0,True
6239,tt1286537,"Food, Inc.","Food, Inc.",\N,2008,94,50709.0,True
6242,tt1288461,Gurren Lagann the Movie: Childhood's End,Gekijô ban Tengen toppa guren ragan: Guren hen,2008,\N,112,1555.0,True
6248,tt1290138,Frank & Lola,,2016,\N,88,5911.0,False
6274,tt13067292,Rớgúé Hớstágé,Rogue Hostage,2021,\N,93,1770.0,False
6276,tt1307442,Blue Dream,Blue Dream,2013,\N,90,1322.0,False
6298,tt1319722,A Little Help,A Little Help,\N,2010,105,3346.0,False
6301,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,\N,85,,False
6302,tt1320291,Thé Rééf,The Reef,2010,\N,94,18662.0,False
6327,tt1334260,Never Let Me Go,Never Let Me Go,2010,\N,103,141899.0,True
6338,tt1340107,In a Better World,,2010,\N,118,39566.0,True
6355,tt13458600,Emicida: AmarElo - It's All for Yesterday,Emicida: AmarElo - It's All for Yesterday,2020,\N,89,1371.0,True
6383,tt1366687,No Love in the City,,2009,\N,84,1626.0,False
6386,tt1368440,Branded,Branded,2012,\N,112,9065.0,False
6401,tt1376213,Thé Ádvéntúrér: Thé Cúrsé ớf thé Midás Bớx,The Adventurer: The Curse of the Midas Box,2013,\N,100,6515.0,False
6412,tt1388441,Mugavari,,\N,2000,156,1237.0,True
6418,tt1391137,Why Did I Get Married Too?,,2010,\N,121,9523.0,False
6451,tt1409004,Bloomington,,2010,\N,83,5152.0,False
6463,tt1420558,Mélánchớlié dér Éngél,Melancholie der Engel,2009,\N,158,1141.0,False
6477,tt1429392,Small Town Murder Songs,Small Town Murder Songs,\N,2010,75,2923.0,False
6494,tt14372240,The Year Earth Changed,The Year Earth Changed,2021,\N,48,3323.0,True
6531,tt1467391,Spanish Movie,,\N,2009,83,2858.0,False
6540,tt14781176,The 8th Night,Je8ileui bam,2021,\N,115,2696.0,False
6548,tt1483821,Asal,Asal,2010,\N,135,,False
6554,tt1486185,Red Riding Hood,,2011,\N,100,110549.0,False
6562,tt1490017,Thé Légớ Mớvié,,2014,\N,100,338129.0,True
6570,tt1498858,Ớcéán Héávén,Hai yang tian tang,2010,\N,96,2526.0,True
6579,tt1504320,The King's Speech,The King's Speech,2010,\N,118,660701.0,True
6590,tt1513713,Love in Another Language,,2009,\N,98,,True
6613,tt1527211,Toyour elzalam,Toyour elzalam,1995,\N,109,1247.0,True
6637,tt1540128,Playing for Keeps,Playing for Keeps,2012,\N,105,,False
6662,tt1562563,Jérúsálém Cớúntdớwn,Jerusalem Countdown,2011,\N,85,1323.0,False
6669,tt1565064,In Montauk,,2012,\N,69,5031.0,True
6677,tt1568334,The Tillman Story,The Tillman Story,2010,\N,94,5204.0,True
6681,tt1568929,The Mooring,,2012,\N,90,1101.0,False
6692,tt15767726,Ram Asur,,2021,\N,132,1109.0,True
6711,tt1588170,I Saw the Devil,,2010,\N,144,122092.0,True
6732,tt1602479,Love in a Puff,Chi Ming yi Chun Kiu,2010,\N,104,,True
6764,tt1620933,Paan Singh Tomar,Paan Singh Tomar,2012,\N,135,35216.0,True
6769,tt1622991,Inféctéd,Infected,2013,\N,95,1162.0,False
6788,tt1640486,Insidé Ớút,Inside Out,2011,\N,93,1770.0,False
6793,tt1646973,The Silent House,La casa muda,2010,\N,86,7724.0,False
6804,tt1650536,Türkisch für Ánfängér,,2012,\N,105,8509.0,False
6851,tt1678051,Soldiers of Fortune,,\N,2012,94,7273.0,False
6857,tt1682181,Bully,,2011,\N,99,10226.0,True
6863,tt1686039,Act of Vengeance,Five Minarets in New York,\N,2010,119,14931.0,False
6868,tt1692928,The Last Lions,The Last Lions,2011,\N,88,4148.0,True
6869,tt1693843,Poolboy: Drowning Out the Fury,Poolboy: Drowning Out the Fury,2011,\N,90,2288.0,False
6874,tt1698648,Girl Most Likely,,2012,\N,103,15234.0,False
6882,tt1705772,Mankatha,Mankatha,2011,\N,155,14218.0,True
6900,tt1715210,Time of Eve,Eve no jikan,2010,\N,106,3623.0,True
6922,tt1727523,My Ámityvillé Hớrrớr,My Amityville Horror,2012,\N,88,1932.0,False
6924,tt1728179,Paranormal Activity 2: Tokyo Night,Paranômaru akutibiti: Dai-2-shô - Tokyo Night,2010,\N,90,4799.0,False
6945,tt1753549,Buck,,2011,\N,88,3272.0,True
6947,tt1753640,Crook: It's Good to Be Bad,,2010,\N,121,2080.0,False
6960,tt1764614,The Curse of Styria,Styria,2014,\N,99,4745.0,False
6965,tt1772250,The Hidden Face,La cara oculta,2011,\N,97,41122.0,True
6974,tt1780798,Clớwn,,2014,\N,100,23333.0,False
6983,tt1784575,The Parade,Parada,2011,\N,115,11842.0,True
6993,tt1791681,Treehouse,,2014,\N,100,2261.0,False
6997,tt1794886,Nobel's Last Will,,2012,\N,90,2749.0,False
6998,tt1796603,The Best Movie 3-DE,,2011,\N,105,1069.0,False
7010,tt1806954,Lost Christmas,Lost Christmas,2011,\N,89,1355.0,True
7014,tt1807958,"Mán, Chicks Áré Júst Différént",Baby sa jakies inne,2011,\N,90,,False
7024,tt1815782,The Crown Jewels,Kronjuvelerna,2011,\N,120,2688.0,False
7036,tt1824904,95érs: Échớés,,2013,\N,96,1061.0,False
7040,tt1826593,Avalon,Avalon,2011,\N,79,1191.0,False
7041,tt1826603,Asmaa,Asmaa,2011,\N,96,4369.0,True
7073,tt1853728,Django Unchained,Django Unchained,2012,\N,165,1448177.0,True
7075,tt1854513,Blancanieves,,2012,\N,104,10796.0,True
7098,tt1869345,Contratiempo,Contratiempo,\N,2011,83,1686.0,True
7105,tt1879032,Ráptúré-Pálớớzá,Rapture-Palooza,2013,\N,85,11784.0,False
7106,tt1881002,Maggie,,2015,\N,95,,False
7125,tt1906329,As Cool as I Am,As Cool as I Am,2013,\N,92,5283.0,False
7149,tt1932767,What Maisie Knew,What Maisie Knew,2012,\N,99,27439.0,True
7150,tt1934452,Realms,,\N,2017,90,1175.0,False
7160,tt1937092,Always Kabhi Kabhi,Always Kabhi Kabhi,2011,\N,126,1336.0,False
7169,tt1947998,Dear God No!,,2011,\N,81,1710.0,False
7171,tt1949605,Who Gets the Dog?,Who Gets the Dog?,\N,2016,95,1399.0,False
7178,tt1957938,Narcopolis,,2015,\N,96,1824.0,False
7179,tt1959490,Noah,Noah,2014,\N,138,250149.0,False
7184,tt1966359,Fáthér Figúrés,Father Figures,2017,\N,113,19292.0,False
7185,tt1966385,City of Tiny Lights,,2016,\N,110,2348.0,False
7192,tt1980219,Furious,Razend,2011,\N,93,1320.0,False
7194,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,\N,105,17892.0,True
7198,tt1988573,Trap.com,,2011,\N,95,1980.0,False
7202,tt1990352,The Island President,,2011,\N,101,,True
7224,tt2014338,Side by Side,,2012,\N,99,13343.0,True
7229,tt2028530,Paradise Lost 3: Purgatory,,\N,2011,121,9901.0,True
7242,tt2044774,The High,,1985,\N,118,1941.0,True
7249,tt2056692,Adventures of Serial Buddies,,2011,\N,91,2270.0,False
7260,tt2064816,"I, Me aur Main",,2013,\N,108,1880.0,False
7268,tt2071491,Júrássic Shárk,Jurassic Shark,2012,\N,75,4324.0,False
7283,tt2081438,Zombie Massacre,Zombie Massacre,2013,\N,87,1811.0,False
7284,tt2082180,Always,O-jik geu-dae-man,\N,2011,108,9347.0,True
7296,tt2091325,Bad Johnson,Bad Johnson,2014,\N,88,5037.0,False
7298,tt2094767,August 8,Avgust. Vosmogo,2012,\N,120,2308.0,False
7301,tt2102496,Cabin Fever 3: Patient Zero,,2014,\N,91,7507.0,False
7307,tt2106675,ThanksKilling 3,ThanksKilling 3,2012,\N,99,1025.0,False
7317,tt2113007,Michael Jackson: the Life of an Icon,Michael Jackson: The Life of an Icon,2011,\N,149,1225.0,True
7319,tt2114440,Musallat 2: Lanet,,2011,\N,82,1895.0,False
7344,tt2151915,A Story of Yonosuke,Yokomichi Yonosuke,2012,\N,160,1871.0,True
7348,tt2166214,Khiladi 786,,2012,\N,141,,False
7349,tt2167202,Getaway,,2013,\N,90,23960.0,False
7366,tt2179121,What's in a Name?,,2012,\N,109,16047.0,True
7372,tt2180411,Into the Woods,Into the Woods,2014,\N,125,137634.0,False
7381,tt2186731,Department,,2012,\N,141,,False
7388,tt2191701,Grown Ups 2,,2013,\N,101,147958.0,False
7389,tt2191721,Jodi Breakers,Jodi Breakers,2012,\N,127,,False
7416,tt2215151,Inequality for All,Inequality for All,2013,\N,89,6793.0,True
7434,tt2232578,Canopy,,\N,2013,84,1071.0,False
7452,tt2247566,Kánớ,Kano,2014,\N,185,2284.0,True
7468,tt2268433,End of a Gun,End of a Gun,2016,\N,96,1819.0,False
7494,tt2297164,Doomsday Book,In-lyu-myeol-mang-bo-go-seo,2012,\N,115,3343.0,False
7506,tt2309260,The Gallows,,2015,\N,81,20189.0,False
7519,tt2321341,Hớúsé ớf Bớdiés,House of Bodies,2013,\N,79,6352.0,False
7524,tt2325517,Almost Human,Almost Human,2013,\N,80,3208.0,False
7546,tt2352488,Interior. Leather Bar.,Interior. Leather Bar.,2013,\N,60,2521.0,False
7548,tt2357770,Áll thé Wildérnéss,,2014,\N,85,1455.0,False
7549,tt2357788,Bridegroom,Bridegroom,2013,\N,80,,True
7555,tt2359427,Linsanity,Linsanity,2013,\N,89,1967.0,True
7563,tt2366450,Stories We Tell,Stories We Tell,2012,\N,108,13009.0,True
7564,tt2366608,Lost River,Lost River,2014,\N,95,17844.0,False
7571,tt2370228,All I Need,,2016,\N,85,1241.0,False
7573,tt2371158,Secrets of War,,2014,\N,95,1905.0,True
7585,tt2378191,The Haunting of Helena,,2012,\N,84,4959.0,False
7609,tt2396701,Thé Háúnting ớf Wháléy Hớúsé,,2012,\N,89,,False
7621,tt2403961,The 7th Floor,,2013,\N,88,5799.0,False
